name,company,work_area,salary,requirements,company_type,company_size,field
Java开发工程师(J16977),深圳华大智造科技股份有限公司,深圳-盐田区,1.2-2万/月,"['3-4年经验', '本科']",民营公司,500-1000人,医疗设备/器械
Java开发工程师(上海)(J10374),善诚科技发展（上海）有限公司,上海-浦东新区,1.5-2万/月,"['5-7年经验', '本科']",外资（非欧美）,500-1000人,计算机服务(系统、数据服务、维修)
Java开发工程师,香港诺勤国际科技有限公司上海代表处,上海-静安区,1.5-2.5万/月,"['3-4年经验', '大专']",外资（非欧美）,150-500人,计算机服务(系统、数据服务、维修)
Java架构师,相通网络技术有限公司,深圳-福田区,2-3.5万/月,"['8-9年经验', '本科']",民营公司,少于50人,计算机服务(系统、数据服务、维修)
Java,苏州开创软件有限公司,苏州-工业园区,0.7-1.3万/月,"['3-4年经验', '大专']",民营公司,50-150人,计算机软件
高级JAVA 软件工程师,广州仓实信息科技有限公司,广州-越秀区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,少于50人,计算机软件
高级软件工程师（Java）3229,健合（中国）有限公司,广州-黄埔区,0.9-1.2万/月,"['3-4年经验', '大专']",外资（非欧美）,1000-5000人,快速消费品(食品、饮料、化妆品)
资深软件开发工程师（Java）2955,健合集团——广州总部,广州-黄埔区,1-1.5万/月,"['3-4年经验', '本科']",外资（欧美）,1000-5000人,快速消费品(食品、饮料、化妆品)
Java中级研发工程师,好活（昆山）网络科技有限公司,昆山,1-1.6万/月,"['3-4年经验', '本科']",民营公司,50-150人,互联网/电子商务
JS/JAVA高级软件工程师(上海)(J10253),善诚科技发展（上海）有限公司大连分公司,上海-浦东新区,6-8千/月,"['3-4年经验', '大专']",外资（非欧美）,150-500人,计算机服务(系统、数据服务、维修)
Java开发工程师,新奥能源动力科技(上海)有限公司,上海-奉贤区,1-2万/月,"['1年经验', '本科']",合资,50-150人,机械/设备/重工
Java开发工程师,上海翔明信息技术有限公司,上海-长宁区,1-1.5万/月,"['3-4年经验', '本科']",合资,少于50人,计算机软件
Java开发工程师,广东云蜘蛛科技股份有限公司,深圳-宝安区,1.5-2.5万/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师,江苏太湖慧云数据系统有限公司,无锡,1-1.5万/月,"['2年经验', '大专']",民营公司,少于50人,计算机服务(系统、数据服务、维修)
Java开发工程师（金融方向）,上海浦东华宇信息技术有限公司,上海-浦东新区,1.5-2万/月,"['2年经验', '本科']",上市公司,150-500人,计算机软件
Java开发工程师,深圳市尔特科技有限公司,深圳-南山区,1.5-2.5万/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机软件
java初级开发（双休+社保）,西安博展电力技术有限公司,西安-高新技术产业开发区,0.8-1.2万/月,"['1年经验', '本科']",民营公司,50-150人,电气/电力/水利
Java后端开发工程师,深圳市长隆科技有限公司,深圳-龙岗区,1.5-3万/月,"['3-4年经验', '本科']",民营公司,500-1000人,环保
Java开发工程师,武汉融智盛维科技发展有限公司,武汉-东湖新技术产业开发区,1-2万/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师-WHT,无锡威孚高科技集团股份有限公司,无锡,10-20万/年,"['2年经验', '本科']",国企,5000-10000人,汽车
JAVA开发工程师,重庆渝欧跨境电子商务股份有限公司,郑州-郑东新区,1-1.5万/月,"['3-4年经验', '本科']",合资,150-500人,批发/零售
安卓和java后端开发工程师（ 双休  佛山）,广东领盛装配式建筑科技有限公司,佛山-禅城区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,150-500人,建筑/建材/工程
Java开发工程师,霍尼韦尔（中国）有限公司,南京-江宁区,2-2.5万/月,"['5-7年经验', '本科']",外资（欧美）,500-1000人,多元化业务集团公司
Java软件开发工程师,航天开元科技有限公司,北京,1-1.7万/月,"['3-4年经验', '本科']",国企,150-500人,计算机服务(系统、数据服务、维修)
Java中级开发工程师,上海发那科机器人有限公司,上海,1.2-3万/月,"['3-4年经验', '本科']",合资,500-1000人,仪器仪表/工业自动化
java工程师,武汉融智兴业物业管理有限公司,武汉-武昌区,1-1.8万/月,"['5-7年经验', '大专']",民营公司,500-1000人,物业管理/商业中心
Java高级开发工程师,中科博华信息科技有限公司,长沙-岳麓区,0.9-1.2万/月,"['3-4年经验', '大专']",民营公司,50-150人,计算机软件
Java初级/高级工程师+央企招聘,青岛校企英才教育科技有限公司,青岛-崂山区,0.8-1.6万/月,"['2年经验', '本科']",非营利组织,500-1000人,教育/培训/院校
软件开发工程师（JAVA）,中航锂电科技有限公司,常州,0.8-1.6万/月,"['3-4年经验', '大专']",国企,5000-10000人,新能源
Java开发工程师,安徽金禾软件股份有限公司,南京-江宁区,0.9-1.5万/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机软件
JAVA开发工程师,重庆易额科技有限责任公司,重庆,0.5-1万/月,"['2年经验', '大专']",民营公司,少于50人,计算机服务(系统、数据服务、维修)
Java高级开发工程师,建投物联股份有限公司,南昌-青山湖区,1-1.5万/月,"['5-7年经验', '本科']",国企,500-1000人,计算机服务(系统、数据服务、维修)
Java开发工程师,日出实业集团有限公司,宁波-鄞州区,1-1.5万/月,"['2年经验', '本科']",民营公司,150-500人,多元化业务集团公司
Java开发工程师（高级）,创智和宇信息技术股份有限公司,长沙-岳麓区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,1000-5000人,计算机软件
Java高级开发工程师,头等仓（苏州）网络科技有限公司,上海-长宁区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,50-150人,租赁服务
JAVA,上海声阅智能科技有限公司,武汉,0.7-1.3万/月,"['2年经验', '大专']",民营公司,50-150人,计算机硬件
Java开发工程师,广州盛业电子商务有限公司,广州-白云区,0.7-1.6万/月,"['3-4年经验', '本科']",民营公司,150-500人,互联网/电子商务
Java后端开发工程师,南京国豪装饰安装工程股份有限公司,南京,1.5-2万/月,"['3-4年经验', '本科']",民营公司,500-1000人,建筑/建材/工程
Java开发工程师,上海航动科技有限公司,上海-徐汇区,0.9-1.6万/月,"['2年经验', '本科']",民营公司,150-500人,通信/电信运营、增值服务
JAVA开发工程师（年底双薪、员工旅游）,深圳八零后信息咨询有限公司,长沙-岳麓区,0.8-1万/月,"['无需经验', '大专']",民营公司,,专业服务(咨询、人力资源、财会)
Java开发工程师（自研职位，非外包）,上海元年金融信息服务有限公司,上海-浦东新区,15-22.5万/年,"['2年经验', '本科']",民营公司,50-150人,金融/投资/证券
Java初级开发工程师,北京国马斯尔福实验室设备有限责任公司,北京-昌平区,0.7-1.2万/月,"['2年经验', '本科']",民营公司,50-150人,办公用品及设备
JAVA中级工程师,吉林省小河信息技术有限公司,长春-高新技术产业开发区,4.5-6千/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机软件
Java中级开发工程师,易宝软件科技（南京）有限公司,南京-雨花台区,1-1.9万/月,"['2年经验', '本科']",民营公司,1000-5000人,计算机软件
JAVA开发工程师(J10358),广东先导稀材股份有限公司,清远,1-1.5万/月,"['3-4年经验', '大专']",民营公司,1000-5000人,原材料和加工
Java开发工程师,江苏威诺检测技术有限公司,南京-江宁区,0.8-1.2万/月,"['3-4年经验', '本科']",民营公司,150-500人,检测，认证
Java开发工程师,江西前进系统工程有限公司,九江,0.8-1万/月,"['3-4年经验', '大专']",民营公司,少于50人,计算机服务(系统、数据服务、维修)
Java开发工程师（周末双休）,合肥网达软件有限公司,合肥,1-1.5万/月,"['3-4年经验', '本科']",上市公司,500-1000人,计算机软件
Java开发工程师,安徽皖信商业管理有限公司,合肥-政务区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,150-500人,专业服务(咨询、人力资源、财会)
java 软件开发,上海网跃信息技术有限公司,上海-长宁区,0.6-3万/月,"['5-7年经验', '大专']",国企,50-150人,计算机软件
Java高级开发工程师,广东高谷科技有限公司,东莞,1-1.5万/月,"['2年经验', '大专']",民营公司,50-150人,计算机服务(系统、数据服务、维修)
Java后端开发工程师,上海微变信息科技有限公司,合肥-庐阳区,0.8-1.5万/月,"['2年经验', '大专']",民营公司,50-150人,互联网/电子商务
JAVA开发主管,杭州天阙科技有限公司,南京-玄武区,1.5-2万/月,"['5-7年经验', '大专']",民营公司,500-1000人,计算机软件
java后端开发工程师,上海百仕瑞企业管理顾问有限公司,上海-嘉定区,2-3万/月,"['3-4年经验', '本科']",民营公司,150-500人,专业服务(咨询、人力资源、财会)
中高级java开发工程师,天津天堰科技股份有限公司,成都-武侯区,0.8-1.2万/月,"['3-4年经验', '本科']",上市公司,150-500人,医疗设备/器械
Java开发工程师,北京航天长峰科技工业集团有限公司广东分公司,广州-越秀区,1.1-1.5万/月,"['2年经验', '本科']",国企,50-150人,计算机软件
Java开发工程师,山东研方软件有限公司,济南-高新区,0.6-1.2万/月,"['无需经验', '大专']",民营公司,少于50人,计算机软件
Java 高级开发工程师,合肥常春藤移动科技有限公司,合肥-高新区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,150-500人,互联网/电子商务
高级java研发工程师,武汉联宇技术股份有限公司,武汉-江夏区,1.5-2.5万/月,"['10年以上经验', '本科']",外资（欧美）,50-150人,电气/电力/水利
Java工程师 双休,广州金科企业征信有限公司,广州-天河区,6-9千/月,"['1年经验', '本科']",民营公司,少于50人,多元化业务集团公司
JAVA研发工程师,江西科益高新技术有限公司,南昌-青山湖区,6-8千/月,"['2年经验', '大专']",民营公司,150-500人,通信/电信/网络设备
Java开发工程师,伟尔奥拓机电科技（昆山）有限公司,昆山,0.9-1.8万/月,"['1年经验', '大专']",民营公司,50-150人,汽车
Java高级开发工程师,深圳市宇航软件股份有限公司,深圳-龙岗区,1.5-2万/月,"['5-7年经验', '大专']",上市公司,150-500人,计算机软件
JAVA开发专员,瑞人堂医药集团股份有限公司,杭州-江干区,0.8-1万/月,"['2年经验', '本科']",民营公司,1000-5000人,批发/零售
java开发组长,合肥拓思信息科技有限公司,合肥,0.8-1万/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机软件
java开发岗,信达证券股份有限公司,北京-西城区,1-3万/月,"['2年经验', '本科']",国企,1000-5000人,金融/投资/证券
Java开发工程师,中山复旦联合创新中心,中山,0.8-1.4万/月,"['3-4年经验', '本科']",民营公司,少于50人,电子技术/半导体/集成电路
Java开发工程师,陕西广睿达智能工程有限公司,西安-未央区,0.8-1.2万/月,"['3-4年经验', '本科']",民营公司,少于50人,电子技术/半导体/集成电路
Java开发工程师,江苏华宏实业集团有限公司,无锡-江阴市,0.8-1万/月,"['2年经验', '大专']",民营公司,1000-5000人,多元化业务集团公司
Java开发工程师（后端）,宁波市汇丰人力资源服务有限公司,宁波-鄞州区,20-30万/年,"['3-4年经验', '本科']",民营公司,50-150人,专业服务(咨询、人力资源、财会)
Java资深开发工程师,上海口袋云网络科技有限公司,上海-浦东新区,2-2.5万/月,"['5-7年经验', '本科']",民营公司,50-150人,计算机软件
后端开发工程师（Java）,AAC Technologies Holdings Inc.,深圳-南山区,2-3.5万/月,"['5-7年经验', '本科']",外资（非欧美）,10000人以上,电子技术/半导体/集成电路
Java开发工程师,苏州微益发网络科技有限公司,苏州-虎丘区,1-1.5万/月,"['2年经验', '本科']",外资（欧美）,,计算机软件
Java 软件开发工程师,上海科络达云软件技术有限公司,上海,1-2万/月,"['3-4年经验', '本科']",外资（非欧美）,50-150人,计算机软件
Java中级开发工程师,浙江陀曼控股集团有限公司,杭州-滨江区,1.3-2.2万/月,"['5-7年经验', '本科']",民营公司,150-500人,机械/设备/重工
中级JAVA工程师,亿嘉和科技股份有限公司,南京-雨花台区,1.5-2万/月,"['3-4年经验', '本科']",上市公司,500-1000人,仪器仪表/工业自动化
Java开发工程师,广州柏盛包装有限公司（艾利公司番禺工厂）,广州-番禺区,,"['3-4年经验', '本科']",外资（欧美）,1000-5000人,印刷/包装/造纸
Java开发工程师,江苏苏大天宫创业投资管理有限公司,苏州-工业园区,1.2-1.8万/月,"['3-4年经验', '本科']",民营公司,50-150人,专业服务(咨询、人力资源、财会)
Java中级开发工程师,大连科普信息技术有限公司,上海-浦东新区,1.5-2万/月,"['3-4年经验', '大专']",民营公司,50-150人,互联网/电子商务
软件工程师（JAVA）,深圳联友科技有限公司,广州-花都区,1.2-2.4万/月,"['5-7年经验', '本科']",国企,1000-5000人,计算机软件
java开发工程师（兼项目经理）,振利软件科技（上海）有限公司,上海-黄浦区,1.8-2.5万/月,"['5-7年经验', '大专']",合资,150-500人,计算机软件
Java软件开发工程师,深圳融科科技有限公司,成都-高新区,0.6-1.2万/月,"['2年经验', '大专']",民营公司,150-500人,建筑/建材/工程
Java高级程序员,深圳融科科技有限公司成都分公司,成都-高新区,1-1.3万/月,"['5-7年经验', '大专']",民营公司,,建筑/建材/工程
Java开发工程师,乐歌人体工学科技股份有限公司,宁波,1-1.5万/月,"['3-4年经验', '本科']",上市公司,1000-5000人,贸易/进出口
Java开发工程师,昆明益泰电子科技有限公司,昆明,0.7-1.2万/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机服务(系统、数据服务、维修)
Java高级开发工程师,杭州金通科技集团股份有限公司,杭州-滨江区,14-20万/年,"['3-4年经验', '本科']",上市公司,1000-5000人,计算机硬件
Java中级开发工程师,杭州图特信息科技有限公司,杭州-西湖区,1.2-2万/月,"['2年经验', '本科']",民营公司,150-500人,计算机软件
Java初级开发工程师,深圳市开架易技术有限公司,深圳-龙岗区,3-4.5千/月,"['1年经验', '大专']",民营公司,,计算机软件
Java高级开发工程师,安徽智佳信息科技有限公司,芜湖-弋江区,0.6-1万/月,"['2年经验', '大专']",民营公司,少于50人,电子技术/半导体/集成电路
JAVA开发工程师（三墩）,江苏达科信息科技有限公司,杭州-西湖区,1-1.5万/月,"['2年经验', '本科']",民营公司,500-1000人,通信/电信/网络设备
Java开发工程师（铝业）,广东兴发铝业有限公司,佛山,9-15万/年,"['2年经验', '大专']",外资（非欧美）,1000-5000人,建筑/建材/工程
Java开发工程师,浙江普施康生物科技有限公司,宁波-北仑区,1-1.5万/月,"['1年经验', '本科']",民营公司,150-500人,制药/生物工程
Java开发工程师,晋亿物流有限公司,嘉兴-嘉善县,1.5-2万/月,"['3-4年经验', '大专']",民营公司,150-500人,机械/设备/重工
Java工程师（高级）,广东和诚信息技术有限公司,惠州,0.9-1.4万/月,"['5-7年经验', '本科']",民营公司,50-150人,计算机软件
JAVA高级开发工程师（短信系统/语音系统）,领客网,上海-徐汇区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,50-150人,互联网/电子商务
Java全栈工程师,智运天下（上海）科技有限公司,上海-嘉定区,1-2万/月,"['2年经验', '大专']",民营公司,150-500人,交通/运输/物流
Java研发,安徽老乡鸡餐饮股份有限公司,合肥-高新区,1-1.3万/月,"['3-4年经验', '本科']",民营公司,10000人以上,餐饮业
Java开发工程师,黑龙江海康软件工程有限公司,哈尔滨,5-8千/月,"['3-4年经验', '大专']",民营公司,50-150人,计算机软件
Java开发工程师,武汉合康智能电气有限公司,武汉,1.2-1.8万/月,"['3-4年经验', '大专']",民营公司,150-500人,新能源
Java资深开发工程师,上海助群信息科技有限公司,上海-杨浦区,30-42万/年,"['8-9年经验', '大专']",民营公司,150-500人,会计/审计
Java开发工程师（泛微oa）,浙江阳光照明电器集团股份有限公司,杭州-滨江区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,5000-10000人,电子技术/半导体/集成电路
高级JAVA开发,浙江海数科技有限公司,嘉兴,15-30万/年,"['2年经验', '本科']",国企,少于50人,计算机服务(系统、数据服务、维修)
JAVA开发工程师,上海畅联国际物流股份有限公司,上海-浦东新区,10-15万/年,['大专'],国企,1000-5000人,交通/运输/物流
JAVA后端开发工程师,郑州捷安高科股份有限公司,郑州,1-1.5万/月,"['5-7年经验', '本科']",上市公司,150-500人,计算机软件
Java开发工程师,上海海鼎信息工程股份有限公司,杭州-上城区,0.9-1.3万/月,"['2年经验', '本科']",民营公司,500-1000人,计算机软件
Java高级开发工程师,东莞市沃德精密机械有限公司,东莞,1.5-2万/月,"['5-7年经验', '大专']",民营公司,1000-5000人,机械/设备/重工
Java开发工程师,广东澳美铝业有限公司,佛山,0.6-1.5万/月,"['3-4年经验', '大专']",外资（非欧美）,1000-5000人,原材料和加工
中级Java开发工程师,锋泾（中国）建材集团有限公司,上海-闵行区,1.6-2万/月,"['5-7年经验', '大专']",外资（非欧美）,1000-5000人,建筑/建材/工程
资深JAVA开发,上海美武信息技术有限公司,上海-闵行区,2-3万/月,"['5-7年经验', '大专']",合资,1000-5000人,计算机软件
Java软件工程师,哈工大机器人（合肥）国际创新研究院,合肥-经开区,1.2-1.8万/月,"['3-4年经验', '本科']",事业单位,500-1000人,互联网/电子商务
Java初级工程师（五险一金）,武汉云创数智科技有限公司,武汉-江汉区,6-8千/月,"['1年经验', '大专']",民营公司,少于50人,互联网/电子商务
Java开发工程师,上海同岩土木工程科技股份有限公司,济南,0.8-1.6万/月,"['1年经验', '本科']",民营公司,150-500人,计算机软件
Java开发工程师,上海碧云天生物技术有限公司,杭州-西湖区,0.8-1.5万/月,"['2年经验', '大专']",民营公司,150-500人,学术/科研
Java高级开发工程师,锦浪科技股份有限公司,杭州,1.5-2万/月,"['5-7年经验', '本科']",上市公司,1000-5000人,新能源
Java开发工程师,江苏天马网络科技集团有限公司,连云港,0.7-1.5万/月,"['3-4年经验', '大专']",民营公司,1000-5000人,互联网/电子商务
Java开发工程师,江苏中和动能科技有限公司,常熟,1.2-1.8万/月,"['3-4年经验', '本科']",民营公司,1000-5000人,服装/纺织/皮革
Java开发工程师,江苏省水产实业有限公司,南京-鼓楼区,1.2-1.5万/月,"['2年经验', '本科']",民营公司,50-150人,多元化业务集团公司
Java开发工程师,宁波天仑电气股份有限公司,宁波-北仑区,6-8千/月,"['1年经验', '本科']",民营公司,50-150人,电气/电力/水利
初级Java开发工程师,采招云（湖北）信息科技有限公司,武汉-武昌区,0.9-1.5万/月,"['2年经验', '本科']",国企,少于50人,互联网/电子商务
Java开发工程师,哈尔滨玖影科技有限公司,哈尔滨-南岗区,5-8千/月,"['3-4年经验', '大专']",民营公司,50-150人,计算机软件
Java开发工程师,中饮巴比食品股份有限公司,上海-松江区,1.2-1.7万/月,"['2年经验', '本科']",上市公司,500-1000人,快速消费品(食品、饮料、化妆品)
Java开发工程师,宝真股份有限公司,宁波-鄞州区,1.2-1.5万/月,"['3-4年经验', '大专']",民营公司,少于50人,互联网/电子商务
Java开发工程师,日海智能科技股份有限公司,深圳-南山区,1.5-2万/月,"['3-4年经验', '本科']",上市公司,1000-5000人,通信/电信/网络设备
平台Java技术人员,青岛中康爱邻里智慧医养服务有限公司,青岛-黄岛区,0.8-1万/月,"['3-4年经验', '大专']",民营公司,500-1000人,医疗/护理/卫生
Java架构师,京源中科科技股份有限公司,北京-房山区,1.5-2万/月,"['1年经验', '大专']",民营公司,150-500人,仪器仪表/工业自动化
Java高级开发工程师,格创东智（深圳）科技有限公司,苏州-工业园区,1.5-2.5万/月,"['5-7年经验', '本科']",民营公司,500-1000人,电子技术/半导体/集成电路
Java开发工程师,惠州市昱坤泰信息科技有限公司,惠州,0.4-1万/月,"['1年经验', '大专']",民营公司,少于50人,计算机软件
Java开发工程师,中惠旅智慧景区管理股份有限公司长沙分公司,长沙-雨花区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,500-1000人,酒店/旅游
Java开发工程师,深圳诺普信农化股份有限公司,深圳,1-1.8万/月,"['3-4年经验', '大专']",上市公司,1000-5000人,多元化业务集团公司
Java开发工程师,广州昂宝电子有限公司,广州-黄埔区,,"['2年经验', '本科']",外资（非欧美）,150-500人,电子技术/半导体/集成电路
Java高级开发工程师,杭州立宇泰电子有限公司,杭州-西湖区,1.5-2.5万/月,"['3-4年经验', '本科']",民营公司,150-500人,电子技术/半导体/集成电路
Java开发工程师,上海棉联电子商务有限公司,上海-浦东新区,1.5-3万/月,"['5-7年经验', '大专']",民营公司,50-150人,互联网/电子商务
JAVA开发工程师,华商教育集团,广州-增城区,0.9-1.5万/月,"['2年经验', '大专']",民营公司,500-1000人,多元化业务集团公司
Java开发项目管理,遨森电子商务股份有限公司,宁波-镇海区,1-1.5万/月,"['2年经验', '本科']",民营公司,500-1000人,互联网/电子商务
Java开发工程师,合肥市航嘉电子技术有限公司,合肥-经开区,0.8-1.3万/月,"['3-4年经验', '本科']",民营公司,1000-5000人,电子技术/半导体/集成电路
Java开发工程师,深圳市科皓信息技术有限公司,南昌-青山湖区,0.8-1.2万/月,"['1年经验', '大专']",民营公司,50-150人,计算机软件
Java开发工程师,通联支付网络服务股份有限公司深圳分公司,深圳-南山区,1-2万/月,"['3-4年经验', '本科']",外资（欧美）,1000-5000人,金融/投资/证券
Java后台开发工程师,辽宁友邦同创科技有限公司,沈阳-浑南区,0.8-1万/月,"['3-4年经验', '本科']",民营公司,少于50人,计算机硬件
Java开发工程师,华为技术有限公司,南京-雨花台区,1.8-4.5万/月,"['3-4年经验', '本科']",民营公司,10000人以上,电子技术/半导体/集成电路
Java开发工程师,沈阳源通智能电力科技有限公司,沈阳-浑南区,0.8-1.3万/月,"['2年经验', '本科']",民营公司,少于50人,计算机软件
Java架构师,厦门微亚智能科技有限公司,厦门,1.6-2.2万/月,"['3-4年经验', '本科']",民营公司,150-500人,仪器仪表/工业自动化
Java开发工程师,宁波伟依特照明电器有限公司,宁波-慈溪市,1-1.5万/月,"['2年经验', '大专']",民营公司,500-1000人,家具/家电/玩具/礼品
Java开发工程师,武汉智筑完美家居科技有限公司,武汉-洪山区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,少于50人,计算机软件
Java开发工程师,金华青鸟计算机信息技术有限公司,金华,1-1.5万/月,"['2年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师,盐城一之来计算机有限公司,盐城-盐都区,5-8千/月,"['2年经验', '大专']",民营公司,少于50人,计算机软件
JAVA工程师（北京市平谷区）,北京白象新技术有限公司,北京-平谷区,6-9千/月,"['2年经验', '本科']",民营公司,150-500人,医疗设备/器械
Java架构师,深圳市创势互联科技有限公司,深圳-龙岗区,2-2.5万/月,"['8-9年经验', '本科']",民营公司,少于50人,计算机软件
JAVA 开发工程师,江西联益光学有限公司,南昌,0.8-1.2万/月,"['2年经验', '本科']",民营公司,1000-5000人,电子技术/半导体/集成电路
Java工程师,广东台一精工机械有限公司,佛山-三水区,0.8-1.2万/月,"['2年经验', '大专']",民营公司,150-500人,机械/设备/重工
Java开发工程师,哈尔滨联德信息技术有限公司,沈阳,0.7-1.2万/月,"['2年经验', '大专']",民营公司,少于50人,计算机软件
java/C++程序员,合肥丰实网络科技有限公司,合肥,5-6千/月,"['1年经验', '大专']",创业公司,50-150人,互联网/电子商务
JAVA开发工程师,上海睿泰企业管理集团有限公司,西安-雁塔区,0.9-1.2万/月,"['5-7年经验', '大专']",上市公司,500-1000人,计算机软件
初级Java工程师（双休奖金五险一金培养运维）,浙江中塑在线股份有限公司,宁波-余姚市,0.5-1万/月,"['1年经验', '大专']",上市公司,50-150人,互联网/电子商务
JAVA软件工程师,江西增鑫科技股份有限公司武汉分公司,武汉-东湖新技术产业开发区,1-1.5万/月,"['2年经验', '本科']",上市公司,1000-5000人,机械/设备/重工
Java中级研发工程师,成都众易通科技有限公司,成都-高新区,7-9千/月,"['3-4年经验', '大专']",民营公司,150-500人,通信/电信/网络设备
Java开发-中高级-上海,深圳市博奥特科技有限公司,上海-浦东新区,1.5-2万/月,"['3-4年经验', '大专']",民营公司,500-1000人,计算机服务(系统、数据服务、维修)
高级Java工程师(J11955),浙江大华技术股份有限公司,西安-高新技术产业开发区,1.5-2.5万/月,"['5-7年经验', '本科']",民营公司,5000-10000人,计算机软件
Java 技术工程师,上海瑾讯微信息技术有限公司,上海-闵行区,3-4万/月,"['3-4年经验', '本科']",民营公司,150-500人,计算机软件
总行信用卡中心-软件开发岗(JAVA）,中国光大银行总行信用卡中心,北京,,"['2年经验', '硕士']",国企,1000-5000人,金融/投资/证券
Java开发工程师,常州星宇车灯股份有限公司,常州,0.8-1.2万/月,"['2年经验', '本科']",上市公司,1000-5000人,汽车
JAVA开发工程师,安徽三拓智能科技有限公司,合肥-经开区,5-7千/月,"['1年经验', '本科']",民营公司,少于50人,计算机软件
EY Mtel - JAVA高级开发工程师 - 广州,安永（中国）企业咨询有限公司,广州,1.5-2万/月,"['5-7年经验', '本科']",合资,,会计/审计
Java开发工程师,天狮集团有限公司,北京,1.5-2万/月,"['3-4年经验', '大专']",民营公司,500-1000人,制药/生物工程
Java开发工程师,天狮集团有限公司中国区,北京,2-3万/月,"['3-4年经验', '本科']",民营公司,1000-5000人,快速消费品(食品、饮料、化妆品)
Java开发工程师,杭州中亚瑞程包装科技有限公司,杭州-拱墅区,1-1.5万/月,"['2年经验', '本科']",民营公司,500-1000人,原材料和加工
高级java开发-leader (MJ000312),广州小迈网络科技有限公司,北京-海淀区,2.5-4万/月,"['5-7年经验', '本科']",民营公司,150-500人,互联网/电子商务
高级Java开发工程师,湖南一块医药科技有限公司,长沙-长沙县,1.2-1.8万/月,"['5-7年经验', '本科']",民营公司,150-500人,医疗/护理/卫生
Java高级开发工程师,昆明市五华区润儿优教育培训学校有限公司,昆明-盘龙区,0.9-1.2万/月,"['3-4年经验', '大专']",民营公司,,教育/培训/院校
JAVA系统架构师,广州睿本信息科技有限公司,广州-番禺区,1.5-2.5万/月,"['5-7年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师,广州盛祺信息科技股份有限公司,广州-天河区,7-9千/月,"['1年经验', '大专']",民营公司,150-500人,计算机软件
Java中级开发工程师,成都天用唯勤科技股份有限公司,南宁,5-9千/月,"['3-4年经验', '本科']",民营公司,500-1000人,计算机软件
JAVA项目经理,哈尔滨嘉泽科技发展有限公司,哈尔滨-南岗区,0.6-1万/月,"['1年经验', '大专']",民营公司,少于50人,计算机软件
Java开发工程师,厦门赞扬丰硕软件技术有限公司,上海-浦东新区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,1000-5000人,计算机软件
Java高级工程师,南京宇凡企业管理技术有限公司,南京-江宁区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,少于50人,物业管理/商业中心
高级Java工程师,宝星智能科技（上海）有限公司,上海-奉贤区,1.5-2万/月,"['5-7年经验', '本科']",民营公司,150-500人,新能源
JAVA开发技术员,杭州平治科技有限公司,杭州-拱墅区,0.5-1万/月,"['无需经验', '本科']",民营公司,50-150人,电子技术/半导体/集成电路
Java中级开发工程师,工控猫,上海-闵行区,1.2-1.8万/月,"['2年经验', '本科']",民营公司,150-500人,仪器仪表/工业自动化
Java高级开发工程师,上海派博软件有限公司,上海-普陀区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,,计算机软件
Java大数据开发工程师,安徽科测信息技术有限公司,合肥-高新区,0.7-1.4万/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机软件
JAVA中高级软件工程师,上海恒志软件科技有限公司,上海-静安区,1.5-2万/月,"['3-4年经验', '大专']",民营公司,150-500人,计算机软件
Java开发工程师,铨融（上海）医药科技开发有限公司,苏州-工业园区,1.3-2万/月,"['3-4年经验', '本科']",民营公司,50-150人,医疗/护理/卫生
Java开发高级工程师,上药控股有限公司,上海-普陀区,20-30万/年,"['5-7年经验', '本科']",国企,10000人以上,制药/生物工程
Java开发工程师,北京腾信软创科技股份有限公司,上海-浦东新区,1.4-1.8万/月,"['3-4年经验', '本科']",上市公司,500-1000人,计算机软件
中级JAVA 开发工程师,广州市白云住房租赁发展投资有限公司,广州-天河区,0.8-1.5万/月,"['3-4年经验', '大专']",国企,少于50人,房地产
软件开发工程师（Java）,南京廷桥信息技术有限公司,上海-浦东新区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,少于50人,计算机软件
