name,company,work_area,salary,requirements,company_type,company_size,field
java开发工程师,建研科技股份有限公司,上海-黄浦区,1.5-2万/月,"['3-4年经验', '本科']",国企,1000-5000人,建筑/建材/工程
Java开发工程师,微创（上海）网络技术股份有限公司,上海-浦东新区,1-1.5万/月,"['5-7年经验', '本科']",民营公司,150-500人,计算机服务(系统、数据服务、维修)
中级Java工程师,上海微创软件股份有限公司北京分公司,北京,1.3-1.6万/月,"['3-4年经验', '大专']",合资,500-1000人,计算机软件
Java开发工程师,上海微创软件股份有限公司,上海,1.8-2.7万/月,"['3-4年经验', '大专']",合资,5000-10000人,计算机软件
Java高级开发工程师,深圳万狼科技有限公司,深圳-宝安区,1.2-1.8万/月,"['3-4年经验', '大专']",民营公司,50-150人,计算机软件
Java开发工程师,山东金钟科技集团股份有限公司,济南-市中区,0.8-1.2万/月,"['3-4年经验', '本科']",国企,500-1000人,计算机服务(系统、数据服务、维修)
Java开发工程师,黑龙江惠达科技发展有限公司,上海-青浦区,1.5-3万/月,"['5-7年经验', '本科']",民营公司,150-500人,计算机软件
高级JAVA工程师,中兴（温州）轨道通讯技术有限公司,温州,1-1.5万/月,"['3-4年经验', '本科']",合资,50-150人,通信/电信/网络设备
Java开发工程师,长春市把手科技有限公司,长春,4-8千/月,"['1年经验', '本科']",民营公司,少于50人,法律
Java开发工程师,深圳市元征科技股份有限公司,深圳-龙岗区,1.5-2.5万/月,"['2年经验', '本科']",上市公司,500-1000人,汽车
Java开发工程师,北京多来点信息技术有限公司,济南,1.1-2万/月,"['3-4年经验', '本科']",民营公司,1000-5000人,计算机软件
Java高级开发工程师,上海新程医学科技有限公司,上海-静安区,1.5-2.3万/月,"['5-7年经验', '本科']",民营公司,少于50人,计算机软件
Java中级开发工程师,成都信新数码科技有限公司,成都,0.5-1万/月,"['2年经验', '大专']",民营公司,50-150人,计算机软件
全栈开发工程师(java前后端),广东银旅通信息网络发展有限公司,广州-天河区,0.7-1.2万/月,"['2年经验', '本科']",民营公司,50-150人,互联网/电子商务
Java高级开发工程师,杭州随寓网络科技有限公司,杭州-上城区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,150-500人,物业管理/商业中心
Java开发工程师,上海卡方信息科技有限公司,杭州-滨江区,1.2-1.7万/月,"['3-4年经验', '本科']",民营公司,150-500人,金融/投资/证券
Java开发工程师,曼可顿食品（上海）有限公司,上海-闵行区,1-1.2万/月,"['3-4年经验', '本科']",外资（欧美）,500-1000人,快速消费品(食品、饮料、化妆品)
Java初级开发工程师,深圳日浩会计师事务所,深圳-南山区,6.5-7千/月,"['1年经验', '大专']",民营公司,150-500人,会计/审计
Java高级开发工程师,数源久融技术有限公司,杭州-西湖区,1.5-2万/月,"['5-7年经验', '本科']",外资（非欧美）,150-500人,互联网/电子商务
Java高级开发工程师,珠海市仁智科技有限公司,珠海-香洲区,1.3-1.8万/月,"['5-7年经验', '大专']",民营公司,50-150人,计算机软件
Java高级开发工程师,深圳市鸿普森科技股份有限公司,深圳-龙华区,1.5-2万/月,"['3-4年经验', '本科']",上市公司,50-150人,计算机服务(系统、数据服务、维修)
中级java开发工程师,南京南大尚城软件科技有限公司,南京-江北新区,0.8-1万/月,"['3-4年经验', '大专']",民营公司,150-500人,计算机软件
Java开发工程师,云南图源科技有限公司,昆明-五华区,0.8-1.2万/月,"['3-4年经验', '大专']",民营公司,少于50人,计算机软件
JAVA,台铃科技（江苏）股份有限公司,无锡-锡山区,1.5-2.2万/月,"['5-7年经验', '本科']",民营公司,1000-5000人,机械/设备/重工
java软件工程师,成都汉度科技有限公司,成都-高新区,0.8-1.5万/月,"['2年经验', '本科']",民营公司,50-150人,电气/电力/水利
Java初级开发工程师,重庆峰立企业管理服务有限公司,重庆-渝中区,0.8-1万/月,"['1年经验', '本科']",民营公司,少于50人,专业服务(咨询、人力资源、财会)
Java开发工程师,广州拉卡拉网络小额贷款有限责任公司,深圳-南山区,1.5-3万/月,"['3-4年经验', '本科']",民营公司,500-1000人,金融/投资/证券
Java开发工程师,业乔投资（集团）有限公司,沈阳-铁西区,0.6-1.2万/月,"['2年经验', '本科']",民营公司,1000-5000人,多元化业务集团公司
Java开发工程师,华夏天信智能物联（大连）有限公司,大连-高新园区,1.1-2.2万/月,"['3-4年经验', '本科']",民营公司,50-150人,通信/电信/网络设备
JAVA中级开发工程师,广东星蓝区块链技术有限公司,广州-黄埔区,1.1-1.7万/月,"['2年经验', '大专']",民营公司,50-150人,互联网/电子商务
Java中级/高级开发工程师,四川九强通信科技有限公司,成都-武侯区,0.6-1万/月,"['2年经验', '大专']",国企,50-150人,通信/电信/网络设备
Java开发工程师,杭州中威电子股份有限公司,杭州-滨江区,0.8-1.5万/月,"['2年经验', '本科']",上市公司,150-500人,通信/电信/网络设备
Java开发工程师,深圳市枫廷科技有限公司,成都-高新区,2-3.5万/月,['无需经验'],民营公司,,计算机软件
JAVA开发组长,北京华电通达科技有限公司,北京-海淀区,2-3万/月,"['5-7年经验', '本科']",民营公司,少于50人,计算机软件
Java高级开发工程师,江苏叁拾叁信息技术有限公司,盐城-盐都区,1-1.5万/月,"['2年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师,上海借此信息科技有限公司,上海-静安区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机软件
高级JAVA开发工程师,徐州金蝶软件有限公司,武汉,1-1.2万/月,"['3-4年经验', '本科']",上市公司,1000-5000人,计算机软件
Java初级开发工程师,深圳市中农数据有限公司,深圳-龙岗区,0.8-1万/月,"['1年经验', '大专']",国企,少于50人,互联网/电子商务
Java开发工程师,无锡朋桥信息技术有限公司,上海-浦东新区,1-2万/月,['2年经验'],民营公司,50-150人,计算机服务(系统、数据服务、维修)
Java开发工程师,深圳市茗格科技有限公司,深圳-龙岗区,0.8-1.5万/月,"['2年经验', '大专']",民营公司,少于50人,计算机软件
java高级软件开发工程师,昆明信飞科技有限公司,昆明,0.9-1.3万/月,"['3-4年经验', '大专']",民营公司,少于50人,计算机软件
Java开发工程师,浙江维源数字科技集团有限公司,宁波-鄞州区,1-2万/月,"['3-4年经验', '本科']",民营公司,50-150人,贸易/进出口
JAVA开发工程师,重庆衡泽软件科技有限公司,重庆-南岸区,8-15万/年,"['2年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师,上海祥承通讯技术有限公司,上海-浦东新区,1.3-2.5万/月,"['3-4年经验', '本科']",民营公司,150-500人,通信/电信/网络设备
Java高级开发工程师,大连新桥科技发展有限公司,大连,1-1.5万/月,"['3-4年经验', '大专']",民营公司,50-150人,计算机服务(系统、数据服务、维修)
Java软件工程师,湖南云契金典智能科技有限公司,长沙-长沙县,1-1.5万/月,"['5-7年经验', '本科']",民营公司,150-500人,通信/电信/网络设备
Java初级开发工程师,深圳图为技术有限公司,深圳-龙岗区,0.9-1.5万/月,"['2年经验', '本科']",民营公司,50-150人,计算机软件
Java高级开发工程师,浙江运达风电股份有限公司,杭州-西湖区,1.5-2万/月,"['5-7年经验', '本科']",国企,1000-5000人,机械/设备/重工
Java开发工程师,六福集团,广州-南沙区,1-1.5万/月,"['1年经验', '大专']",外资（非欧美）,1000-5000人,奢侈品/收藏品/工艺品/珠宝
Java开发工程师,华宇智联科技(武汉)有限公司,武汉-洪山区,0.7-1万/月,"['3-4年经验', '本科']",民营公司,少于50人,计算机软件
Java高级开发工程师,深圳市易二三科技有限公司,深圳-南山区,2-3万/月,"['5-7年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师,北京宜通华瑞科技有限公司,上海-浦东新区,2-2.5万/月,"['3-4年经验', '本科']",民营公司,1000-5000人,通信/电信运营、增值服务
Java开发工程师（双休/自研项目）,深圳市城安物联科技有限公司广州分公司,广州-天河区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,50-150人,互联网/电子商务
Java开发工程师,云南升玥信息技术有限公司,昆明-西山区,0.6-1.2万/月,"['2年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师,数库（上海）科技有限公司,上海-闵行区,2-4万/月,"['无需经验', '本科']",外资（非欧美）,50-150人,计算机服务(系统、数据服务、维修)
Java开发工程师,北京数字政通科技股份有限公司,武汉-东湖新技术产业开发区,1.5-2万/月,"['2年经验', '本科']",民营公司,1000-5000人,计算机软件
Java开发工程师,浙江兰树化妆品有限公司杭州分公司,杭州,1.2-1.8万/月,"['3-4年经验', '本科']",民营公司,150-500人,快速消费品(食品、饮料、化妆品)
Java开发工程师,宁波易拓智云信息技术有限公司,宁波-鄞州区,1-1.5万/月,"['2年经验', '本科']",民营公司,,互联网/电子商务
Java开发中高级工程师,昆山织田信息技术有限公司,昆山,0.8-1.5万/月,"['3-4年经验', '大专']",民营公司,少于50人,计算机软件
后端（JAVA）开发工程师,江苏新希望科技有限公司,苏州-姑苏区,1.5-2万/月,"['3-4年经验', '大专']",外资（非欧美）,50-150人,计算机软件
Java中级开发工程师,武汉和悦数字科技有限公司,武汉-武昌区,0.8-1.5万/月,"['3-4年经验', '本科']",民营公司,50-150人,互联网/电子商务
Java 高级开发工程师,东莞市华佰信息科技有限公司,东莞-南城区,1.5-2万/月,"['5-7年经验', '大专']",民营公司,少于50人,计算机软件
Java开发工程师,福昕鲲鹏（北京）信息科技有限公司,成都,1.2-1.8万/月,"['3-4年经验', '本科']",民营公司,150-500人,计算机软件
软件开发工程师（JAVA）,新中新友财信息科技有限公司,北京-丰台区,1.5-3万/月,"['5-7年经验', '本科']",民营公司,150-500人,计算机服务(系统、数据服务、维修)
Java开发工程师-高级,深圳万顺叫车云信息技术有限公司,深圳-宝安区,2-3.5万/月,"['5-7年经验', '本科']",民营公司,500-1000人,交通/运输/物流
Java初中级后端开发工程师,深圳天源迪科信息技术股份有限公司驻武汉办事处,武汉-武昌区,0.9-1.1万/月,"['2年经验', '大专']",民营公司,1000-5000人,计算机软件
JAVA技术经理,上海洛子信息技术有限公司,苏州-工业园区,1.2-1.8万/月,"['5-7年经验', '本科']",民营公司,少于50人,计算机软件
Java 后端开发工程师,宁波供销再生资源科技有限公司,宁波-鄞州区,10-18万/年,"['2年经验', '本科']",国企,150-500人,批发/零售
Java开发工程师,北京荣峻科技有限公司,北京-朝阳区,0.8-1万/月,"['3-4年经验', '大专']",民营公司,少于50人,计算机软件
java开发工程师-泰山保险,精友国际信息科技（北京）有限公司,济南-历下区,1.5-2万/月,"['5-7年经验', '大专']",民营公司,500-1000人,计算机软件
Java开发工程师,盛视科技股份有限公司,深圳-福田区,1-2万/月,"['2年经验', '本科']",上市公司,500-1000人,计算机硬件
java研发工程师（中级）,上海证申信息服务有限公司,上海-静安区,20-30万/年,"['3-4年经验', '本科']",国企,150-500人,计算机软件
Java开发工程师（外高桥）,上海南天电脑系统有限公司,上海-浦东新区,1-1.5万/月,"['2年经验', '大专']",上市公司,500-1000人,计算机软件
Java开发工程师,哈尔滨谦润网络安全技术有限公司,哈尔滨-香坊区,0.8-1.2万/月,"['5-7年经验', '本科']",民营公司,,通信/电信/网络设备
Java高级开发工程师,深圳市善行医疗科技有限公司,深圳-南山区,1.5-2万/月,"['5-7年经验', '大专']",民营公司,50-150人,医疗/护理/卫生
Java开发工程师,广东胜聚信息科技有限公司,无锡-无锡新区,0.5-1万/月,"['1年经验', '本科']",民营公司,少于50人,计算机软件
Java开发工程师,南京中电科能技术有限公司,南京-江宁区,1-1.3万/月,"['3-4年经验', '本科']",民营公司,50-150人,电气/电力/水利
Java 高级研发工程师,武汉星合创产业园有限公司,武汉,20-30万/年,"['3-4年经验', '本科']",合资,50-150人,专业服务(咨询、人力资源、财会)
Java开发工程师,广东融合通信股份有限公司,海口-美兰区,0.8-1万/月,"['3-4年经验', '本科']",民营公司,150-500人,计算机软件
Java高级开发工程师,森科云创科技（深圳）有限公司,深圳-福田区,1.4-2万/月,"['3-4年经验', '本科']",民营公司,少于50人,计算机软件
Java高级开发工程师,北京神舟航天软件技术有限公司西安分公司,西安-雁塔区,1.2-2万/月,"['5-7年经验', '本科']",民营公司,,计算机软件
Java初级/高级工程师（（HPC-青岛） (MJ001417),曙光信息产业股份有限公司,青岛-崂山区,1-2万/月,"['3-4年经验', '本科']",国企,1000-5000人,计算机硬件
JAVA中级开发工程师,普利资环境科技（苏州）有限公司,苏州-高新区,0.7-1.3万/月,"['3-4年经验', '本科']",民营公司,50-150人,环保
Java开发工程师,"红惠医药有限公司 Honghui Medicine Co., Ltd",北京-通州区,1.5-2.5万/月,"['3-4年经验', '本科']",民营公司,150-500人,制药/生物工程
